City_ID,City,Country,Date,Latitude,Longitude,Cloudiness (%),Humidity (%),Max Temp (F),Wind Speed (mph)
288,sarh,TD,2023-11-13 13:56:43,9.1429,18.3923,0,94,75.38000000000005,0
289,la passe,FR,2023-11-13 13:56:43,45.5549,-0.8967,100,94,63.10399999999996,7.11
290,coahuayana de hidalgo,MX,2023-11-13 13:56:43,18.7,-103.6583,58,54,90.53599999999997,2.42
291,white rock,CA,2023-11-13 13:56:44,49.0164,-122.8026,97,80,53.27599999999999,2.24
292,armacao de buzios,BR,2023-11-13 13:56:44,-22.7469,-41.8817,79,88,84.63200000000002,4.31
293,velykyy bereznyy,,,,,,,,
294,zouerate,MR,2023-11-13 13:56:44,22.7187,-12.4521,54,16,80.94200000000001,3.66
295,villa gesell,AR,2023-11-13 13:56:44,-37.2639,-56.973,4,45,63.319999999999965,7.62
296,takoradi,GH,2023-11-13 13:56:44,4.8845,-1.7554,0,86,80.25800000000001,2.89
297,rockingham,US,2023-11-13 13:56:44,42.9668,-71.0995,100,54,42.22400000000001,0.89
298,kananga,CD,2023-11-13 13:56:44,-5.8958,22.4178,75,94,68.80999999999997,0.77
299,general roca,AR,2023-11-13 13:56:45,-39.0333,-67.5833,33,34,71.88800000000005,10.62
300,akrehamn,NO,2023-11-13 13:56:45,59.2667,5.1833,98,49,45.68000000000004,6.69
301,tangalle,LK,2023-11-13 13:56:45,6.024,80.7911,95,85,78.18800000000005,0.53
302,charters towers,AU,2023-11-13 13:56:45,-20.1,146.2667,0,68,69.70999999999998,3.44
303,nuuk,GL,2023-11-13 13:54:45,64.1835,-51.7216,20,80,23.882000000000016,5.66
304,nova vicosa,BR,2023-11-13 13:56:45,-17.8919,-39.3719,15,79,77.97200000000004,7.51
305,kolpashevo,RU,2023-11-13 13:56:45,58.3131,82.9089,7,92,21.074000000000012,3.4
306,nema,RU,2023-11-13 13:56:45,57.5067,50.5011,100,83,43.93399999999999,6.28
307,colonelganj,IN,2023-11-13 13:56:46,27.1333,81.7,100,50,67.90999999999998,1.8
308,caxito,AO,2023-11-13 13:56:46,-8.5785,13.6643,57,94,78.53000000000004,1.73
309,salalah,OM,2023-11-13 13:56:46,17.0151,54.0924,5,65,80.834,0.98
310,grants,US,2023-11-13 13:56:46,35.1473,-107.8514,0,29,59.50399999999995,5.14
311,lebu,CL,2023-11-13 13:56:46,-37.6167,-73.65,20,67,54.55399999999995,4.74
312,xiahu,CN,2023-11-13 13:56:46,26.6106,119.9483,93,65,57.32599999999999,4.58
313,alice springs,AU,2023-11-13 13:56:46,-23.7,133.8833,16,31,76.81999999999996,3.6
314,el alto,PE,2023-11-13 13:56:47,-4.2714,-81.2147,8,71,78.72799999999997,8.07
315,sarmiento,AR,2023-11-13 13:56:47,-45.5882,-69.07,53,25,54.37400000000001,17.7
316,hwaseong-si,KR,2023-11-13 13:56:47,37.2068,126.8169,97,61,33.961999999999954,1.4
317,sao felix do xingu,BR,2023-11-13 13:56:47,-6.6447,-51.995,97,40,88.50199999999998,0.44
318,yinchuan,CN,2023-11-13 13:53:10,38.4681,106.2731,0,22,34.32200000000004,0.62
319,heroica guaymas,MX,2023-11-13 13:56:47,27.9333,-110.9,0,35,88.15999999999998,3.28
320,uturoa,PF,2023-11-13 13:56:47,-16.7333,-151.4333,97,81,80.726,5.65
321,saint john,CA,2023-11-13 13:55:12,45.2727,-66.0677,20,59,34.06999999999996,2.57
322,beaver falls,US,2023-11-13 13:53:56,40.752,-80.3192,0,39,60.20600000000003,9.39
323,rumonge,BI,2023-11-13 13:56:48,-3.9736,29.4386,99,91,71.90600000000003,0.93
324,talcahuano,CL,2023-11-13 13:56:48,-36.7167,-73.1167,20,63,58.946000000000055,9.26
325,pandan,PH,2023-11-13 13:56:48,14.0453,124.1694,100,73,82.74199999999999,6.98
326,hotan,CN,2023-11-13 13:56:48,37.0997,79.9269,100,24,43.556000000000026,1.65
327,arochukwu,NG,2023-11-13 13:56:48,5.3898,7.914,100,93,76.90999999999998,1.44
328,pangai,TO,2023-11-13 13:52:20,-19.8,-174.35,100,94,79.17799999999997,4.12
329,tobol'sk,RU,2023-11-13 13:56:49,58.2,68.2667,100,95,30.866000000000007,0.89
330,praia da vitoria,PT,2023-11-13 13:53:36,38.7333,-27.0667,75,94,60.02599999999999,1.9
331,trashi yangtse,BT,2023-11-13 13:56:49,27.6116,91.498,9,80,50.39600000000005,2.43
332,pijijiapan,MX,2023-11-13 13:56:49,15.7011,-93.23,17,55,91.30999999999997,1.52
333,rebola,GQ,2023-11-13 13:56:49,3.7167,8.8333,40,100,74.78599999999997,2.06
334,keflavik,IS,2023-11-13 13:56:49,64.0049,-22.5624,0,56,41.70199999999998,10.29
335,novyy urgal,RU,2023-11-13 13:56:49,51.0736,132.5642,55,99,2.1560000000000272,0.54
336,gambela,ET,2023-11-13 13:56:49,8.25,34.5833,100,75,77.46799999999999,1.85
337,nova sintra,CV,2023-11-13 13:56:50,14.8667,-24.7167,66,72,75.21799999999999,2.77
338,orlovskiy,RU,2023-11-13 13:56:50,46.8714,42.0592,100,61,50.774000000000015,1.74
339,taroa,MH,2023-11-13 13:56:50,8.7058,171.2275,100,82,81.91400000000004,7.32
340,kudahuvadhoo,MV,2023-11-13 13:56:50,2.6708,72.8944,97,75,81.30199999999998,0.26
341,ban nong wua so,TH,2023-11-13 13:56:50,17.2675,103.2247,55,80,72.21199999999996,2.53
342,waajid,SO,2023-11-13 13:56:50,3.8096,43.2463,94,80,76.81999999999996,5.97
343,namibe,AO,2023-11-13 13:56:50,-15.1961,12.1522,100,67,73.77799999999996,4.06
344,port blair,IN,2023-11-13 13:56:51,11.6667,92.75,75,89,80.90600000000003,4.12
345,kailua-kona,US,2023-11-13 13:53:35,19.6406,-155.9956,75,80,81.55399999999995,3.09
346,chunskiy,RU,2023-11-13 13:56:51,56.0815,99.6342,100,88,29.569999999999958,2.93
347,constantia,RO,2023-11-13 13:56:51,44.1833,28.65,0,49,38.35399999999995,3.7
348,dipayal,NP,2023-11-13 13:56:51,29.2608,80.94,100,74,60.22400000000002,1.43
349,tongliao,CN,2023-11-13 13:56:51,43.6125,122.2653,5,87,20.89399999999997,2.48
350,hobyo,SO,2023-11-13 13:56:51,5.3505,48.5268,71,84,80.33000000000004,2.26
351,essaouira,MA,2023-11-13 13:55:23,31.5125,-9.77,40,40,71.36600000000001,0.51
352,brookings,US,2023-11-13 13:56:20,44.3114,-96.7984,0,36,62.366000000000014,7.72
353,al-`ula,,,,,,,,
354,ballycastle,GB,2023-11-13 13:56:52,55.2044,-6.243,97,84,48.811999999999955,4.46
355,manokwari,ID,2023-11-13 13:56:52,-0.8667,134.0833,99,77,78.81799999999998,2.22
356,severo-yeniseyskiy,RU,2023-11-13 13:56:52,60.3725,93.0408,100,98,24.85399999999995,0.89
357,belmonte,BR,2023-11-13 13:56:52,-15.8631,-38.8828,0,78,78.18800000000005,5.78
358,kalianget,ID,2023-11-13 13:56:52,-7.05,113.9333,69,77,82.88599999999997,2.57
359,phang nga,TH,2023-11-13 13:56:52,8.4509,98.5298,100,95,79.10600000000002,1.55
360,lethem,GY,2023-11-13 13:56:53,3.3803,-59.7968,51,30,96.63800000000005,2.27
361,jining,CN,2023-11-13 13:56:53,35.405,116.5814,0,40,33.530000000000044,2.26
362,sotnikovskoye,RU,2023-11-13 13:56:53,45.0039,43.7772,100,66,49.85600000000003,4.4
363,fuvahmulah,,,,,,,,
364,sandpoint,US,2023-11-13 13:53:19,48.2766,-116.5533,100,78,43.7,2.87
365,sabang,ID,2023-11-13 13:56:53,5.8933,95.3214,100,82,80.99600000000005,7.02
366,kenai,US,2023-11-13 13:56:53,60.5544,-151.2583,0,97,30.361999999999956,1.54
367,howrah,IN,2023-11-13 13:56:53,22.5892,88.3103,32,83,71.86999999999996,2.57
368,santa cruz,BO,2023-11-13 13:56:54,-17.8,-63.1667,40,44,97.12400000000001,10.29
369,jayapura,ID,2023-11-13 13:56:54,-2.5333,140.7,100,90,78.458,2.14
370,dikwa,NG,2023-11-13 13:56:54,12.024,13.9165,82,24,86.82799999999997,1.7
371,tokar,SD,2023-11-13 13:56:54,18.4254,37.729,8,71,84.59600000000006,4.05
372,madang,PG,2023-11-13 13:56:54,-5.2246,145.7966,100,96,74.58800000000005,2.35
373,kapchorwa,UG,2023-11-13 13:56:54,1.3965,34.4509,100,79,60.42200000000004,1.58
374,hohhot,CN,2023-11-13 13:56:54,40.8106,111.6522,0,67,10.958000000000002,2
375,'ohonua,,,,,,,,
376,taro,ID,2023-11-13 13:56:55,-8.3862,115.28,64,96,73.66999999999996,0.35
377,peace river,CA,2023-11-13 13:56:55,56.2501,-117.286,100,80,27.175999999999988,5.14
378,lata,PT,2023-11-13 13:56:38,40.1629,-8.3327,51,93,61.196000000000055,1.36
379,kimbe,PG,2023-11-13 13:56:55,-5.5502,150.1429,62,78,78.11600000000001,1.72
380,queenstown,ZA,2023-11-13 13:56:55,-31.8976,26.8753,100,78,52.71799999999999,4.67
381,el granada,US,2023-11-13 13:56:55,37.5027,-122.4694,0,73,71.43800000000005,3.6
382,ust-nera,RU,2023-11-13 13:56:55,64.5667,143.2,70,99,-23.728000000000016,1.96
383,labuan,MY,2023-11-13 13:56:56,5.2767,115.2417,20,100,77.63000000000005,0
384,mccomb,US,2023-11-13 13:56:56,31.2438,-90.4531,100,100,58.280000000000044,2.57
385,ussel,FR,2023-11-13 13:56:56,45.55,2.3167,100,98,55.148000000000025,4.36
386,anadyr,RU,2023-11-13 13:56:56,64.75,177.4833,20,78,12.97400000000001,11
387,greymouth,NZ,2023-11-13 13:56:56,-42.4667,171.2,100,97,58.064000000000036,7.07
388,al jawf,SA,2023-11-13 13:56:56,29.5,38.75,73,40,72.55399999999995,0.58
389,pascagoula,US,2023-11-13 13:56:56,30.3658,-88.5561,100,87,62.86999999999996,4.63
390,ca mau,VN,2023-11-13 13:56:57,9.1769,105.15,90,91,77.09000000000003,3.6
391,bei'an,CN,2023-11-13 13:56:57,24.5399,109.533,100,79,50.522000000000034,2.24
392,bekalta,TN,2023-11-13 13:56:57,35.6174,10.9947,0,64,68.28800000000004,1.99
393,puerto carreno,CO,2023-11-13 13:56:15,6.189,-67.4859,75,55,93.45199999999997,2.06
394,malvan,IN,2023-11-13 13:56:57,16.0667,73.4667,100,61,79.39399999999998,1.85
395,el tigre,VE,2023-11-13 13:56:57,8.8875,-64.2454,48,49,87.99800000000002,4.08
396,volya,RU,2023-11-13 13:56:57,51.7651,39.5404,35,87,44.41999999999996,4.31
397,launceston,AU,2023-11-13 13:56:57,-41.45,147.1667,90,71,54.42799999999997,0
398,tidjikja,MR,2023-11-13 13:56:58,18.5564,-11.4271,10,10,80.88800000000005,5.13
399,labytnangi,RU,2023-11-13 13:56:58,66.6572,66.4183,80,100,-5.548000000000023,1.39
400,cuito,AO,2023-11-13 13:56:58,-12.3833,16.9333,89,87,63.95,1.26
401,puerto baquerizo moreno,EC,2023-11-13 13:56:58,-0.9,-89.6,75,65,81.85999999999999,5.14
402,gamba,GA,2023-11-13 13:56:58,-2.65,10,9,85,78.33200000000002,1.62
403,malmberget,SE,2023-11-13 13:56:58,67.1753,20.6549,64,84,-10.371999999999986,1.54
404,shaffa,NG,2023-11-13 13:56:58,10.5067,12.3332,79,25,79.57400000000001,4.01
405,novoshcherbinovskaya,RU,2023-11-13 13:56:59,46.4767,38.6476,100,77,48.45199999999998,2.21
406,chulakkurgan,KZ,2023-11-13 13:56:59,43.765,69.1814,0,79,34.73599999999997,0.71
407,haiku-pauwela,US,2023-11-13 13:55:03,20.9219,-156.3051,20,55,81.51799999999999,9.77
408,inongo,CD,2023-11-13 13:56:59,-1.95,18.2667,61,91,73.23800000000006,1.78
409,solleftea,SE,2023-11-13 13:56:59,63.1667,17.2667,100,96,21.325999999999986,1.87
410,rawlins,US,2023-11-13 13:56:59,41.7911,-107.2387,0,12,59.161999999999956,9.26
411,obidos,BR,2023-11-13 13:56:59,-1.9175,-55.5181,92,39,92.04800000000003,2.22
412,colares,PT,2023-11-13 13:56:59,38.7992,-9.4469,11,90,64.59800000000003,4.02
413,agdzhabedy,AZ,2023-11-13 13:57:00,40.0528,47.4614,7,76,59.359999999999985,4.72
414,nkurenkuru,,,,,,,,
415,saint joseph,US,2023-11-13 13:54:29,39.7686,-94.8466,0,25,71.47400000000002,3.09
416,bayan nur,,,,,,,,
417,wamba,NG,2023-11-13 13:57:00,8.9333,8.6,92,68,78.11600000000001,0.86
418,saint-pierre,RE,2023-11-13 13:57:00,-21.3393,55.4781,20,68,71.834,3.6
419,la ronge,CA,2023-11-13 13:57:00,55.1001,-105.2842,100,75,34.32200000000004,3.09
420,auki,SB,2023-11-13 13:57:00,-8.7676,160.7034,76,81,79.86199999999997,1.47
421,isangel,VU,2023-11-13 13:52:48,-19.55,169.2667,75,83,73.77799999999996,1.54
422,barmer,IN,2023-11-13 13:57:01,25.75,71.3833,100,28,72.24800000000002,2.47
423,port glaud,,,,,,,,
424,rock springs,US,2023-11-13 13:57:01,41.5875,-109.2029,0,25,56.911999999999956,2.57
425,krasnyy yar,RU,2023-11-13 13:57:01,46.5331,48.3456,56,89,44.79800000000002,2.33
426,porto novo,BJ,2023-11-13 13:57:01,6.4965,2.6036,3,85,80.69000000000003,2.56
427,harpswell center,US,2023-11-13 13:57:01,43.8018,-69.9842,39,76,38.588000000000044,1.79
428,lorengau,PG,2023-11-13 13:57:02,-2.0226,147.2712,73,82,80.56400000000004,2.02
429,guacimo,CR,2023-11-13 13:57:02,10.2104,-83.6807,100,97,87.90800000000002,0.93
430,la'ie,US,2023-11-13 13:57:02,21.6477,-157.9253,98,64,84.434,5.81
431,mitrofanovka,RU,2023-11-13 13:57:03,49.9708,39.6939,97,81,40.80199999999998,2.52
432,shache,CN,2023-11-13 13:57:03,38.4167,77.2406,100,29,44.708000000000006,2.24
433,gaozhou,CN,2023-11-13 13:57:03,21.9392,110.8461,49,77,59.522000000000034,3.21
434,la lima,HN,2023-11-13 13:57:04,15.4333,-87.9167,75,94,83.11999999999996,4.12
435,koshki,RU,2023-11-13 13:57:04,54.2091,50.4677,100,89,45.03200000000002,6.84
436,barroquinha,BR,2023-11-13 13:57:04,-3.0189,-41.1361,100,74,80.99600000000005,5.3
437,samana,DO,2023-11-13 13:57:04,19.2056,-69.3369,40,70,88.28599999999997,3.09
438,nizhneudinsk,RU,2023-11-13 13:57:04,54.9076,99.0276,100,91,26.077999999999964,1.65
439,zhanaozen,KZ,2023-11-13 13:57:05,43.3,52.8,3,37,53.906000000000034,7.49
440,hilo,US,2023-11-13 13:55:44,19.7297,-155.09,75,86,79.358,3.09
441,estevan,CA,2023-11-13 13:57:05,49.1334,-102.9842,75,53,49.477999999999966,6.69
442,rio san juan,DO,2023-11-13 13:57:05,19.6439,-70.0763,6,76,82.66999999999996,5.7
443,kyren,RU,2023-11-13 13:57:06,51.6828,102.1408,100,85,21.217999999999982,0.45
444,vikulovo,RU,2023-11-13 13:57:06,56.8167,70.6107,97,91,32.108000000000004,3.18
445,ganjam,IN,2023-11-13 13:57:06,19.3833,85.0667,100,78,73.85,2.93
446,dhidhdhoo,MV,2023-11-13 13:57:06,6.8833,73.1,98,75,81.95,0.73
447,issenye,TZ,2023-11-13 13:57:06,-2,34.3333,99,91,65.56999999999996,0.32
448,dingli,MT,2023-11-13 13:57:06,35.8614,14.3822,20,82,67.08200000000002,6.17
449,anxiang,CN,2023-11-13 13:57:07,29.4,112.15,0,62,43.75399999999995,1
450,shimoda,JP,2023-11-13 13:57:07,34.6667,138.95,87,61,56.156000000000034,1.75
451,sydney,AU,2023-11-13 13:52:58,-33.8679,151.2073,75,73,68.99000000000002,2.57
452,shimanovsk,RU,2023-11-13 13:57:07,52,127.7,22,90,11.516000000000009,1.78
453,jalqani,SD,2023-11-13 13:57:07,12.4486,34.2186,1,35,87.89000000000001,2.28
454,moura,PT,2023-11-13 13:57:08,38.1401,-7.4486,100,75,61.17799999999997,1.22
455,weno,FM,2023-11-13 13:57:08,7.4515,151.8468,99,70,83.066,3.48
456,saint-philippe,RE,2023-11-13 13:57:08,-21.3585,55.7679,75,84,71.45600000000003,2.83
457,nizhniy kuranakh,RU,2023-11-13 13:57:08,58.8353,125.4869,92,97,0.8059999999999761,1.62
458,cidreira,BR,2023-11-13 13:57:08,-30.1811,-50.2056,100,96,69.72799999999997,0.87
459,port pirie,AU,2023-11-13 13:57:08,-33.1833,138.0167,100,63,63.248000000000026,3.91
460,kapuskasing,CA,2023-11-13 13:57:09,49.4169,-82.4331,100,87,35.86999999999996,6.17
461,prince rupert,CA,2023-11-13 13:57:09,54.3161,-130.3201,75,75,44.564000000000036,1.03
462,vredendal,ZA,2023-11-13 13:57:09,-31.6683,18.5012,36,22,76.58599999999997,2.91
463,as sulayyil,SA,2023-11-13 13:57:09,20.4607,45.5779,56,36,72.12200000000004,3.97
464,igarka,RU,2023-11-13 13:57:09,67.4667,86.5833,98,91,13.15399999999995,7.64
465,harper,LR,2023-11-13 13:57:09,4.375,-7.7169,3,87,79.23200000000003,3.1
466,gualan,GT,2023-11-13 13:57:10,15.1333,-89.3667,88,84,86.64800000000002,1.83
467,chonchi,CL,2023-11-13 13:57:10,-42.6128,-73.8092,55,52,53.38399999999999,4.23
468,tocopilla,CL,2023-11-13 13:57:10,-22.092,-70.1979,19,64,70.57400000000001,7.07
469,meadow lake,US,2023-11-13 13:57:10,34.8014,-106.5436,0,31,64.13000000000005,2.49
470,al hufuf,SA,2023-11-13 13:57:10,25.3646,49.5653,0,40,74.01199999999996,2.06
471,porbandar,IN,2023-11-13 13:57:11,21.6422,69.6093,100,29,79.19600000000005,3.5
472,buchanan,LR,2023-11-13 13:57:11,5.8808,-10.0467,35,88,79.66400000000004,2.72
473,balkanabat,TM,2023-11-13 13:57:11,39.5108,54.3671,8,33,65.62400000000002,1.17
474,mayen abun,,,,,,,,
475,coroata,BR,2023-11-13 13:57:11,-4.13,-44.1242,53,30,92.94800000000004,1.55
476,kaifeng,CN,2023-11-13 13:57:11,34.7911,114.3483,0,55,37.09399999999997,3.12
477,kendal,GB,2023-11-13 13:57:12,54.3268,-2.7476,100,87,54.37400000000001,10
478,nagqu,CN,2023-11-13 13:57:12,31.5,92,57,38,19.30999999999998,1.13
479,vuokatti,FI,2023-11-13 13:57:12,64.146,28.2697,100,92,24.925999999999988,3.78
480,nadi,FJ,2023-11-13 13:57:12,-17.8,177.4167,75,74,80.86999999999996,4.63
481,kalemie,CD,2023-11-13 13:57:12,-5.9475,29.1947,92,89,71.13200000000002,0.43
482,mamuju,ID,2023-11-13 13:57:12,-2.6748,118.8885,100,86,78.00800000000001,1.81
483,revda,RU,2023-11-13 13:57:13,56.801,59.9303,100,96,36.03200000000002,4.76
484,paka,MY,2023-11-13 13:57:13,4.6374,103.4368,49,94,78.99800000000002,0.51
485,horice,CZ,2023-11-13 13:57:13,50.3661,15.6318,100,96,45.03200000000002,2.43
486,trairi,BR,2023-11-13 13:52:26,-3.2778,-39.2689,7,78,80.618,5.45
487,benjamin constant,BR,2023-11-13 13:53:24,-4.3831,-70.0311,75,88,77.39600000000004,1.54
488,hirado,JP,2023-11-13 13:57:13,33.3597,129.5531,18,60,43.66400000000003,3.28
489,kuala belait,BN,2023-11-13 13:57:14,4.5833,114.1833,100,91,77.43200000000002,2.27
490,ulanhot,CN,2023-11-13 13:57:14,46.0833,122.0833,0,65,23.359999999999978,1.52
491,dawei,MM,2023-11-13 13:57:14,14.0833,98.2,81,87,77.12599999999999,2.59
492,canico,PT,2023-11-13 13:57:14,32.6333,-16.85,75,83,71.97799999999997,2.06
493,namdrik,MH,2023-11-13 13:57:14,5.5994,168.1028,100,74,82.79600000000005,2.39
494,collie,AU,2023-11-13 13:57:14,-33.3667,116.15,99,90,58.04600000000005,4.31
495,kasongo-lunda,CD,2023-11-13 13:57:15,-6.4667,16.8167,87,95,71.15,0.06
496,kyaikkami,MM,2023-11-13 13:57:15,16.08,97.5675,89,82,79.358,3.6
497,preobrazheniye,RU,2023-11-13 13:57:15,42.9019,133.9064,0,61,28.688000000000045,3.2
498,bethanie,NA,2023-11-13 13:57:15,-26.4833,17.15,1,9,80.11400000000003,2.54
499,talca,CL,2023-11-13 13:57:16,-35.4333,-71.6667,26,39,66.65,4.42
500,afaahiti,PF,2023-11-13 13:57:16,-17.75,-149.2833,100,85,84.34399999999997,4.71
501,cottonwood heights,US,2023-11-13 13:57:16,40.6197,-111.8102,0,18,65.58800000000005,6.69
502,las choapas,MX,2023-11-13 13:57:16,17.9333,-94.0833,76,87,80.09600000000006,7.31
503,vermillion,US,2023-11-13 13:56:12,42.7794,-96.9292,60,26,66.97400000000002,5.4
504,puerto san jose,GT,2023-11-13 13:57:16,13.9256,-90.8244,11,69,86.18000000000004,2.95
505,camalu,MX,2023-11-13 13:57:17,30.85,-116.0667,62,30,73.77799999999996,3.22
506,aswan,EG,2023-11-13 13:57:17,24.0934,32.907,88,37,85.892,5.37
507,palikir - national government center,FM,2023-11-13 13:57:17,6.9248,158.1611,100,94,74.40800000000002,1.54
508,guercif,MA,2023-11-13 13:57:17,34.2257,-3.3536,99,35,68.48599999999996,1.31
509,aconibe,GQ,2023-11-13 13:57:17,1.2968,10.9369,99,98,69.31400000000004,0.62
510,mandera,KE,2023-11-13 13:57:17,3.9366,41.867,93,73,81.44600000000005,5.16
511,isla mujeres,MX,2023-11-13 13:57:18,21.2311,-86.731,97,83,80.924,7.17
512,kzyltu,KZ,2023-11-13 13:57:18,53.6364,72.3414,100,89,36.248000000000026,3.71
513,thinadhoo,MV,2023-11-13 13:57:18,0.5333,72.9333,96,79,81.51799999999999,3.19
514,amahai,ID,2023-11-13 13:57:18,-3.3333,128.9167,86,89,77.82799999999997,1.1
515,ust-tsilma,RU,2023-11-13 13:57:18,65.441,52.1498,100,95,22.87400000000001,1.34
516,muli,MV,2023-11-13 13:57:18,2.9167,73.5667,100,75,81.57200000000003,1.33
517,sungai penuh,ID,2023-11-13 13:57:19,-2.0833,101.3833,41,96,65.53399999999999,0.93
518,hayma',,,,,,,,
519,ahau,,,,,,,,
520,antsohihy,MG,2023-11-13 13:54:30,-14.8796,47.9875,6,79,79.06999999999996,0.7
521,colesberg,ZA,2023-11-13 13:57:19,-30.72,25.0972,92,63,55.72400000000002,9.18
522,kegen,KZ,2023-11-13 13:57:20,43.0197,79.2203,61,87,18.517999999999983,2.09
523,dhariwal,IN,2023-11-13 13:57:20,31.9542,75.3192,63,60,62.564000000000036,1.22
524,palo santo,AR,2023-11-13 13:57:20,-25.5633,-59.3378,100,97,72.85999999999999,3.34
525,alta,NO,2023-11-13 13:57:20,69.9689,23.2717,0,72,9.932000000000016,1.54
526,tazacorte,ES,2023-11-13 13:57:20,28.629,-17.9293,0,39,77.41400000000004,4.02
527,majene,ID,2023-11-13 13:57:20,-3.5403,118.9707,84,80,78.44000000000003,1.47
528,dubbo,AU,2023-11-13 13:57:21,-32.25,148.6167,33,77,62.99600000000005,3.6
529,massakory,TD,2023-11-13 13:57:21,12.996,15.7293,100,21,90.24800000000002,1.91
530,arteche,PH,2023-11-13 13:57:21,12.2645,125.4048,100,88,80.25800000000001,5.68
531,hakui,JP,2023-11-13 13:57:21,36.8833,136.7833,96,81,44.95999999999998,0.73
532,kardla,EE,2023-11-13 13:57:21,58.9978,22.7492,100,74,35.33000000000004,2.9
533,ribadesella,ES,2023-11-13 13:57:21,43.4614,-5.0596,98,82,64.21999999999997,1.39
534,conception bay south,CA,2023-11-13 13:57:21,47.4999,-52.9981,100,80,33.008,1.98
535,juneau,US,2023-11-13 13:57:22,58.3019,-134.4197,100,95,34.06999999999996,4.63
536,woodlake,US,2023-11-13 13:57:22,37.4211,-77.6793,0,55,59.01799999999999,3.09
537,hadibu,YE,2023-11-13 13:57:22,12.65,54.0333,97,85,79.73599999999996,4.19
538,robore,BO,2023-11-13 13:57:22,-18.3333,-59.75,20,31,106.15999999999998,7.72
539,richards bay,ZA,2023-11-13 13:57:22,-28.783,32.0377,100,91,64.47200000000004,4.02
540,taguatinga,BR,2023-11-13 13:57:22,-12.3857,-46.5711,0,18,94.45999999999998,2.32
541,linhares,BR,2023-11-13 13:56:06,-19.3911,-40.0722,3,69,79.39399999999998,4.91
542,pumiao,CN,2023-11-13 13:57:23,22.75,108.4833,94,80,56.06600000000001,1.43
543,vernon,CA,2023-11-13 13:57:23,50.2581,-119.2691,100,77,51.56600000000001,3.13
544,new norfolk,AU,2023-11-13 13:57:23,-42.7826,147.0587,98,55,56.96600000000001,2.12
545,klaksvik,FO,2023-11-13 13:57:23,62.2266,-6.589,45,80,45.788000000000046,11.37
546,taltal,CL,2023-11-13 13:57:23,-25.4,-70.4833,16,61,67.226,3.62
547,cumaribo,,,,,,,,
548,kupang,ID,2023-11-13 13:57:24,-10.1667,123.5833,34,83,79.64600000000004,2.06
549,pemangkat,ID,2023-11-13 13:57:24,1.1667,108.9667,100,90,78.24199999999999,2.1
550,pundong,ID,2023-11-13 13:57:24,-7.9522,110.3486,100,91,77.61199999999997,1.88
551,am djarass,,,,,,,,
552,cabedelo,BR,2023-11-13 13:57:24,-6.9811,-34.8339,99,77,83.33599999999997,3.83
553,san andros,,,,,,,,
554,tsiolkovskiy,,,,,,,,
555,touros,BR,2023-11-13 13:54:26,-5.1989,-35.4608,52,76,80.45600000000003,5.34
556,bardai,NG,2023-11-13 13:57:24,11.65,7.2333,86,22,74.53399999999999,3.15
557,koscierzyna,PL,2023-11-13 13:57:25,54.1223,17.9812,98,76,43.501999999999974,4.26
558,hibbing,US,2023-11-13 13:57:25,47.4272,-92.9377,0,34,49.78399999999999,3.6
559,tamanrasset,DZ,2023-11-13 13:57:25,22.785,5.5228,0,19,64.58000000000004,1.54
560,egilsstadir,IS,2023-11-13 13:57:26,65.2653,-14.3948,75,87,37.58000000000004,3.6
561,selfoss,IS,2023-11-13 13:57:26,63.9331,-20.9971,31,60,36.40999999999998,7
562,arkhangel'sk,RU,2023-11-13 13:57:26,64.5401,40.5433,100,91,26.401999999999976,3.63
563,brisas de zicatela,MX,2023-11-13 13:57:27,15.8369,-97.0419,93,64,87.40399999999995,2.25
564,grand-lahou,CI,2023-11-13 13:57:27,5.1367,-5.0242,1,88,79.73599999999996,2.95
565,ouadda,CF,2023-11-13 13:57:27,8.0777,22.4007,70,88,70.88000000000005,1.68
566,dem'yanovo,RU,2023-11-13 13:57:27,60.3511,47.0842,100,98,39.48800000000004,3.79
567,nar'yan-mar,RU,2023-11-13 13:57:27,67.6713,53.087,100,97,8.38399999999999,3.58
568,nevada,US,2023-11-13 13:56:42,39.2502,-116.7512,100,20,49.64000000000002,7.28
569,bengkulu,ID,2023-11-13 13:57:28,-3.8004,102.2655,62,94,75.41600000000001,1.17
570,roma,US,2023-11-13 13:57:28,43.2128,-75.4557,100,69,46.958000000000006,4.12
571,ovelgonne,DE,2023-11-13 13:57:28,53.3419,8.4218,26,93,53.45600000000003,6.71
572,valparaiso,CL,2023-11-13 13:57:28,-33.0393,-71.6273,0,55,73.30999999999997,8.75
573,omuo-ekiti,NG,2023-11-13 13:57:28,7.7583,5.7223,100,70,77.48599999999996,1.26
574,paradip garh,IN,2023-11-13 13:57:28,20.3167,86.6167,99,71,73.68800000000005,3.78
575,andapa,MG,2023-11-13 13:57:28,-14.65,49.65,73,99,68.59399999999997,0.91
576,boda,CF,2023-11-13 13:57:29,4.3189,17.4695,14,91,73.058,0.72
577,sorong,ID,2023-11-13 13:57:29,-0.8833,131.25,46,84,79.17799999999997,3.71
578,yanam,IN,2023-11-13 13:57:29,16.7333,82.2167,70,70,78.476,3.51
579,'izbat al burj,,,,,,,,
580,bingerville,CI,2023-11-13 13:57:29,5.3584,-3.8869,40,78,81.80600000000004,2.06
